test_id,failure_date,module,device,os_version,severity,error_type,resolved
T0404,2025-11-25,Notification,Pixel 8,Android 15,LOW,AssertionError,1
T0216,2025-04-17,Notification,Pixel 8,Android 15,MEDIUM,ValueError,1
T0294,2025-12-12,Biometrics,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0722,2025-02-17,CustomerSupport,iPhone 14,iOS 17,LOW,TimeoutError,0
T0391,2025-04-26,Dashboard,iPhone 14,iOS 17,LOW,AssertionError,0
T0568,2025-12-29,Profile,Samsung A54,Android 14,LOW,NullPointerException,0
T0832,2025-07-30,Account,iPhone 14,iOS 17,LOW,AuthError,0
T0087,2025-08-26,CustomerSupport,iPhone 14,iOS 17,LOW,ValueError,0
T0911,2025-08-07,DeviceSecurity,Samsung S24,Android 15,LOW,NetworkError,1
T0899,2025-02-21,DeviceSecurity,Samsung S24,Android 15,LOW,ValueError,0
T0760,2025-07-12,DeviceSecurity,Pixel 8,Android 15,LOW,NetworkError,0
T0535,2025-08-27,Account,Pixel 7,Android 14,MEDIUM,NetworkError,0
T0908,2025-06-04,CustomerSupport,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0347,2025-11-11,Profile,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0636,2025-09-08,Notification,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0558,2025-04-27,Profile,Samsung S24,Android 15,LOW,NullPointerException,0
T0524,2025-07-06,DeviceSecurity,Pixel 7,Android 14,MEDIUM,NetworkError,0
T0829,2025-07-28,Account,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0649,2025-06-08,Biometrics,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0755,2025-03-02,Dashboard,Pixel 8,Android 15,LOW,TimeoutError,1
T0126,2025-09-29,Account,Samsung A34,Android 13,LOW,ValueError,1
T0760,2025-10-06,DeviceSecurity,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0362,2025-03-18,Biometrics,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0012,2025-03-04,DeviceSecurity,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0040,2025-05-30,DeviceSecurity,iPhone 12,iOS 17,LOW,ValueError,0
T0112,2025-12-23,Notification,Samsung S24,Android 15,LOW,NetworkError,1
T0860,2025-09-25,Profile,Samsung A54,Android 14,LOW,NullPointerException,1
T0525,2025-07-17,DeviceSecurity,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0643,2025-11-24,Notification,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0835,2025-06-30,Dashboard,iPhone 15,iOS 18,LOW,NullPointerException,0
T0051,2025-12-14,Dashboard,Pixel 8,Android 15,LOW,ValueError,0
T0176,2025-07-28,DeviceSecurity,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0478,2025-05-23,Notification,iPhone 14,iOS 17,LOW,NetworkError,1
T0259,2025-06-11,Account,iPhone 14,iOS 17,LOW,TimeoutError,0
T0911,2025-10-21,DeviceSecurity,Samsung S24,Android 15,LOW,TimeoutError,0
T0417,2025-01-30,Profile,iPhone 15,iOS 18,LOW,AuthError,1
T0451,2025-10-28,Account,Samsung S24,Android 15,MEDIUM,ValueError,1
T0230,2025-02-10,Biometrics,Samsung A54,Android 14,LOW,AssertionError,0
T0653,2025-03-28,Notification,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0837,2025-12-05,Account,Pixel 7,Android 14,MEDIUM,ValueError,0
T0641,2025-06-10,Profile,iPhone 14,iOS 17,LOW,ValueError,1
T0699,2025-07-22,Dashboard,iPhone 12,iOS 17,LOW,ValueError,1
T0699,2025-09-26,Dashboard,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0155,2025-10-27,Dashboard,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0119,2025-06-10,Dashboard,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0758,2025-01-21,Biometrics,Samsung A34,Android 13,LOW,TimeoutError,1
T0108,2025-03-24,CustomerSupport,Pixel 8,Android 15,LOW,NullPointerException,1
T0106,2025-06-29,Notification,Samsung S24,Android 15,MEDIUM,AuthError,0
T0445,2025-03-26,Profile,Samsung A54,Android 14,LOW,NetworkError,0
T0086,2025-08-09,Biometrics,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0819,2025-12-08,Biometrics,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0101,2025-02-03,Dashboard,Pixel 8,Android 15,MEDIUM,ValueError,1
T0770,2025-12-20,Profile,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0769,2025-05-18,Biometrics,iPhone 12,iOS 17,LOW,AssertionError,0
T0866,2025-02-18,Biometrics,iPhone 14,iOS 17,LOW,TimeoutError,1
T0944,2025-11-01,DeviceSecurity,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0015,2025-09-20,CustomerSupport,Pixel 8,Android 15,LOW,AssertionError,0
T0117,2025-01-25,Notification,Samsung S24,Android 15,LOW,AssertionError,1
T0952,2025-01-21,Biometrics,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0941,2025-07-13,Account,Samsung S24,Android 15,LOW,AuthError,1
T0150,2025-01-11,Account,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0321,2025-11-12,Profile,Samsung A34,Android 13,MEDIUM,NullPointerException,0
T0703,2025-04-29,DeviceSecurity,Samsung S24,Android 15,LOW,AuthError,0
T0136,2025-01-03,CustomerSupport,Samsung A34,Android 13,LOW,AssertionError,0
T0228,2025-08-17,CustomerSupport,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0086,2025-01-11,Biometrics,Samsung A34,Android 13,LOW,ValueError,0
T0112,2025-10-17,Notification,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0415,2025-08-10,Notification,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0519,2025-10-02,Notification,Pixel 7,Android 14,MEDIUM,TimeoutError,1
T0908,2025-10-16,CustomerSupport,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0108,2025-12-06,CustomerSupport,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0147,2025-10-20,Dashboard,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0975,2025-01-19,Account,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0935,2025-12-06,Dashboard,iPhone 14,iOS 17,LOW,NullPointerException,1
T0370,2025-06-27,Profile,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0893,2025-09-26,DeviceSecurity,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0770,2025-07-26,Profile,iPhone 15,iOS 18,LOW,NetworkError,0
T0711,2025-03-14,DeviceSecurity,iPhone 14,iOS 17,MEDIUM,AuthError,0
T0832,2025-01-13,Account,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0126,2025-10-29,Account,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0778,2025-04-28,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0751,2025-06-23,Biometrics,iPhone 14,iOS 17,MEDIUM,ValueError,0
T0794,2025-03-18,Biometrics,Samsung A54,Android 14,LOW,AuthError,1
T0411,2025-02-25,CustomerSupport,Samsung S24,Android 15,LOW,AuthError,0
T0810,2025-02-22,Dashboard,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0770,2025-09-02,Profile,iPhone 15,iOS 18,LOW,TimeoutError,1
T0197,2025-09-27,DeviceSecurity,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0558,2025-05-27,Profile,Samsung S24,Android 15,MEDIUM,AuthError,0
T0288,2025-10-10,Dashboard,Pixel 8,Android 15,LOW,AssertionError,1
T0036,2025-04-12,Dashboard,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0598,2025-08-23,CustomerSupport,Samsung A54,Android 14,LOW,AuthError,0
T0901,2025-10-06,CustomerSupport,Samsung A34,Android 13,LOW,NullPointerException,0
T0471,2025-05-09,DeviceSecurity,iPhone 12,iOS 17,MEDIUM,ValueError,1
T0101,2025-09-30,Dashboard,Pixel 8,Android 15,LOW,AuthError,0
T0503,2025-08-27,Profile,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0670,2025-06-09,DeviceSecurity,Samsung S24,Android 15,MEDIUM,AssertionError,1
T0309,2025-05-10,DeviceSecurity,Pixel 8,Android 15,LOW,TimeoutError,1
T0197,2025-03-26,DeviceSecurity,Samsung A34,Android 13,LOW,AssertionError,0
T0228,2025-06-12,CustomerSupport,Samsung A34,Android 13,LOW,ValueError,1
T0566,2025-06-28,Dashboard,Pixel 7,Android 14,MEDIUM,AuthError,0
T0087,2025-07-07,CustomerSupport,iPhone 14,iOS 17,MEDIUM,ValueError,0
T0360,2025-06-11,Account,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0628,2025-01-26,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0459,2025-07-11,Dashboard,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0191,2025-02-13,Biometrics,Pixel 7,Android 14,MEDIUM,AssertionError,0
T0230,2025-04-30,Biometrics,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0137,2025-12-08,Notification,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0688,2025-12-03,CustomerSupport,Pixel 7,Android 14,MEDIUM,AssertionError,1
T0141,2025-05-09,Profile,Samsung S24,Android 15,LOW,AssertionError,0
T0554,2025-06-05,Notification,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0387,2025-11-03,Account,Pixel 8,Android 15,MEDIUM,AuthError,0
T0736,2025-10-21,Account,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T0633,2025-01-15,CustomerSupport,Pixel 7,Android 14,LOW,TimeoutError,0
T0930,2025-07-17,Account,Pixel 8,Android 15,LOW,NullPointerException,0
T0710,2025-09-15,DeviceSecurity,iPhone 15,iOS 18,LOW,NullPointerException,1
T0467,2025-01-19,Account,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0383,2025-06-01,Profile,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0705,2025-11-30,Biometrics,Samsung S24,Android 15,LOW,AssertionError,0
T0582,2025-10-13,Account,Samsung A34,Android 13,MEDIUM,AssertionError,1
T0201,2025-11-28,Profile,Samsung A34,Android 13,LOW,AssertionError,0
T0127,2025-03-10,Notification,Samsung S24,Android 15,MEDIUM,NetworkError,0
